1,greedy2_S,3708,58372
B0,38,12,196.0747366299999,Standard
H145,39,14
39,14
38,14
38,12
H124,38,18
38,18
38,18
38,12
H101,33,11
33,11
38,11
38,12
H143,37,6
37,6
38,6
38,12
H84,43,14
43,14
38,14
38,12
H126,34,8
34,8
38,8
38,12
H100,39,19
39,19
38,19
38,12
H37,30,12
30,12
38,12
38,12
H114,38,21
38,21
38,21
38,12
H82,32,9
32,9
38,9
38,12
H121,31,15
31,15
38,15
38,12
H21,38,22
38,22
38,22
38,12
H13,33,7
33,7
38,7
38,12
H129,38,24
38,24
38,24
38,12
H125,27,13
27,13
38,13
38,12
H60,30,16
30,16
38,16
38,12
H39,37,23
37,23
38,23
38,12
H112,28,15
28,15
38,15
38,12
H71,31,18
31,18
38,18
38,12
H58,47,16
47,16
38,16
38,12
H134,29,7
29,7
38,7
38,12
H20,47,6
47,6
38,6
38,12
H55,30,4
30,4
38,4
38,12
H144,33,24
33,24
38,24
38,12
H41,23,10
23,10
38,10
38,12
H15,37,28
37,28
38,28
38,12
H109,28,3
28,3
38,3
38,12
B1,43,13,228.3527940300003,Standard
H72,45,24
45,24
43,24
43,13
H64,45,1
45,1
43,1
43,13
H43,48,4
48,4
43,4
43,13
H66,44,27
44,27
43,27
43,13
H78,50,3
50,3
43,3
43,13
H46,43,32
43,32
43,32
43,13
H108,44,33
44,33
43,33
43,13
H142,22,14
22,14
43,14
43,13
H136,42,34
42,34
43,34
43,13
H86,29,22
29,22
43,22
43,13
H12,33,0
33,0
43,0
43,13
H118,21,11
21,11
43,11
43,13
H102,24,18
24,18
43,18
43,13
H48,30,2
30,2
43,2
43,13
H44,20,14
20,14
43,14
43,13
H32,22,10
22,10
43,10
43,13
H147,22,17
22,17
43,17
43,13
H130,30,25
30,25
43,25
43,13
H50,41,36
41,36
43,36
43,13
H19,27,22
27,22
43,22
43,13
H18,28,23
28,23
43,23
43,13
H11,19,12
19,12
43,12
43,13
H10,20,11
20,11
43,11
43,13
H117,39,35
39,35
43,35
43,13
H85,43,39
43,39
43,39
43,13
H80,25,5
25,5
43,5
43,13
H93,37,35
37,35
43,35
43,13
B2,42,3,944.0163592600001,Standard
H45,11,4
11,4
42,4
42,3
H28,12,5
12,5
42,5
42,3
H54,8,3
8,3
42,3
42,3
H7,8,6
8,6
42,6
42,3
H51,4,3
4,3
42,3
42,3
H133,4,5
4,5
42,5
42,3
H140,4,0
4,0
42,0
42,3
H110,3,7
3,7
42,7
42,3
H75,3,9
3,9
42,9
42,3
H16,2,8
2,8
42,8
42,3
H70,2,12
2,12
42,12
42,3
H63,0,16
0,16
42,16
42,3
B3,49,23,-655.8978784400005,Standard
H30,50,35
50,35
49,35
49,23
H113,46,38
46,38
49,38
49,23
H22,47,40
47,40
49,40
49,23
H2,49,44
49,44
49,44
49,23
H69,46,42
46,42
49,42
49,23
H123,42,40
42,40
49,40
49,23
H74,40,39
40,39
49,39
49,23
H138,24,24
24,24
49,24
49,23
H1,24,22
24,22
49,22
49,23
H148,26,27
26,27
49,27
49,23
H131,50,49
50,49
49,49
49,23
H106,29,30
29,30
49,30
49,23
H97,30,31
30,31
49,31
49,23
H67,48,50
48,50
49,50
49,23
H98,47,50
47,50
49,50
49,23
H99,39,43
39,43
49,43
49,23
H33,26,30
26,30
49,30
49,23
H135,36,41
36,41
49,41
49,23
H103,42,47
42,47
49,47
49,23
H132,24,30
24,30
49,30
49,23
H25,30,37
30,37
49,37
49,23
H38,21,29
21,29
49,29
49,23
H49,28,37
28,37
49,37
49,23
H83,18,28
18,28
49,28
49,23
H53,37,47
37,47
49,47
49,23
H29,31,41
31,41
49,41
49,23
H76,18,15
18,15
49,15
49,23
H0,34,47
34,47
49,47
49,23
H107,34,50
34,50
49,50
49,23
H40,27,3
27,3
49,3
49,23
H5,17,11
17,11
49,11
49,23
H23,23,1
23,1
49,1
49,23
H120,20,3
20,3
49,3
49,23
H6,19,4
19,4
49,4
49,23
H137,19,3
19,3
49,3
49,23
H56,11,10
11,10
49,10
49,23
H35,5,15
5,15
49,15
49,23
H127,16,3
16,3
49,3
49,23
H52,15,4
15,4
49,4
49,23
H68,5,13
5,13
49,13
49,23
H73,5,9
5,9
49,9
49,23
B4,3,45,-677.5460114800001,Standard
H47,2,50
2,50
3,50
3,45
H65,9,44
9,44
3,44
3,45
H57,4,38
4,38
3,38
3,45
H94,10,47
10,47
3,47
3,45
H31,9,48
9,48
3,48
3,45
H105,5,37
5,37
3,37
3,45
H62,9,50
9,50
3,50
3,45
H116,15,46
15,46
3,46
3,45
H96,10,39
10,39
3,39
3,45
H34,15,44
15,44
3,44
3,45
H26,4,33
4,33
3,33
3,45
H95,0,34
0,34
3,34
3,45
H8,9,37
9,37
3,37
3,45
H89,11,38
11,38
3,38
3,45
H27,16,48
16,48
3,48
3,45
H90,16,41
16,41
3,41
3,45
H79,15,50
15,50
3,50
3,45
H91,21,44
21,44
3,44
3,45
H9,16,38
16,38
3,38
3,45
H4,22,46
22,46
3,46
3,45
H146,21,48
21,48
3,48
3,45
H92,19,40
19,40
3,40
3,45
H61,21,42
21,42
3,42
3,45
H119,1,24
1,24
3,24
3,45
H36,21,50
21,50
3,50
3,45
H24,18,37
18,37
3,37
3,45
H17,23,48
23,48
3,48
3,45
H3,19,38
19,38
3,38
3,45
H111,7,25
7,25
3,25
3,45
H149,10,27
10,27
3,27
3,45
H14,21,37
21,37
3,37
3,45
H88,18,33
18,33
3,33
3,45
H81,25,40
25,40
3,40
3,45
H77,13,28
13,28
3,28
3,45
H141,19,33
19,33
3,33
3,45
H128,20,34
20,34
3,34
3,45
H122,9,23
9,23
3,23
3,45
H104,18,32
18,32
3,32
3,45
H42,13,27
13,27
3,27
3,45
H59,1,18
1,18
3,18
3,45
H139,24,36
24,36
3,36
3,45
H115,26,37
26,37
3,37
3,45
H87,21,27
21,27
3,27
3,45
